Unnamed: 0,Unnamed: 0.1,Unnamed: 0_x,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd,oge_id,case_id,naics_code_description,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt,flsa_repeat_violator,flsa_bw_atp_amt,flsa_ee_atp_cnt,flsa_mw_bw_atp_amt,flsa_ot_bw_atp_amt,flsa_15a3_bw_atp_amt,flsa_cmp_assd_amt,sca_violtn_cnt,sca_bw_atp_amt,sca_ee_atp_cnt,mspa_violtn_cnt,mspa_bw_atp_amt,mspa_ee_atp_cnt,mspa_cmp_assd_amt,h1b_violtn_cnt,h1b_bw_atp_amt,h1b_ee_atp_cnt,h1b_cmp_assd_amt,fmla_violtn_cnt,fmla_bw_atp_amt,fmla_ee_atp_cnt,fmla_cmp_assd_amt,flsa_cl_violtn_cnt,flsa_cl_minor_cnt,flsa_cl_cmp_assd_amt,dbra_cl_violtn_cnt,dbra_bw_atp_amt,dbra_ee_atp_cnt,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,flsa_smw14_violtn_cnt,flsa_smw14_bw_amt,flsa_smw14_ee_atp_cnt,cwhssa_violtn_cnt,cwhssa_bw_amt,cwhssa_ee_cnt,osha_violtn_cnt,osha_bw_atp_amt,osha_ee_atp_cnt,osha_cmp_assd_amt,eppa_violtn_cnt,eppa_bw_atp_amt,eppa_ee_cnt,eppa_cmp_assd_amt,h1a_violtn_cnt,h1a_bw_atp_amt,h1a_ee_atp_cnt,h1a_cmp_assd_amt,crew_violtn_cnt,crew_bw_atp_amt,crew_ee_atp_cnt,crew_cmp_assd_amt,ccpa_violtn_cnt,ccpa_bw_atp_amt,ccpa_ee_atp_cnt,flsa_smwpw_violtn_cnt,flsa_smwpw_bw_atp_amt,flsa_smwpw_ee_atp_cnt,flsa_hmwkr_violtn_cnt,flsa_hmwkr_bw_atp_amt,flsa_hmwkr_ee_atp_cnt,flsa_hmwkr_cmp_assd_amt,ca_violtn_cnt,ca_bw_atp_amt,ca_ee_atp_cnt,pca_violtn_cnt,pca_bw_atp_amt,pca_ee_atp_cnt,flsa_smwap_violtn_cnt,flsa_smwap_bw_atp_amt,flsa_smwap_ee_atp_cnt,flsa_smwft_violtn_cnt,flsa_smwft_bw_atp_amt,flsa_smwft_ee_atp_cnt,flsa_smwl_violtn_cnt,flsa_smwl_bw_atp_amt,flsa_smwl_ee_atp_cnt,flsa_smwmg_violtn_cnt,flsa_smwmg_bw_atp_amt,flsa_smwmg_ee_atp_cnt,flsa_smwsl_violtn_cnt,flsa_smwsl_bw_atp_amt,flsa_smwsl_ee_atp_cnt,eev_violtn_cnt,h2b_violtn_cnt,h2b_bw_atp_amt,h2b_ee_atp_cnt,sraw_violtn_cnt,sraw_bw_atp_amt,sraw_ee_atp_cnt,serialid_x,nname_x,nzip,snum_x,Unnamed: 0_y,dba,location_address,location_city,location_zip_code,district,county_number,county_name,license_type_code,license_number,inspection_number,visit_number,inspection_class,inspection_type,inspection_disposition,inspection_date,number_of_critical_violations,number_of_noncritical_violations,number_of_total_violations,number_of_high_priority_violations,number_of_intermediate_violations,number_of_basic_violations,pda_status,approved_source,original_container,time_and_temperature_control,facilities_to_maintain_ph_tcs,food_and_food_equipment_thermometers,ph_tcs_foods_properly_thawed,unwrapped_or_ph_tcs_food_not_re_served,food_protection_cross_contamination,bare_hand_contact_with_rte_food_aop,in_use_food_dispensing_utensils,employee_health_knowledge,hands_washed_and_clean,clean_clothes_hair_restraints,food_contact_and_nonfood_contact,violation15,dishwashing_facilities,violation17,violation18,violation19,violation20,wiping_cloths_clean_and_soiled_linens,food_contact_surfaces_clean,non_food_contact_surfaces_clean,storage_handling_of_clean_equipment,single_service_and_single_use_items,violation26,water_source_safe_hot,sewage_and_wastewater,plumbing_installed,violation30,handwash_sinks,bathrooms,garbage_and_refuse,violation34,no_presence_or_breeding_of_pests,floors_walls_ceilings,violation37,lighting_provided_as_required,violation39,employee_personal_belongings,chemicals_toxic_substances,cleaning_and_maintenance_equip,complete_separation_from_living_area,violation44,fire_extinguishing_equipment,exits_not_blocked_or_locked,electrical_wiring_outlets_in_good_repair,gas_appliances_boiler_certificate,flammable_combustible_materials,current_license_properly_displayed,other_conditions_sanitary_and_safe_operation,misrepresentation_misbranding,food_management_certification_valid,florida_clean_indoor_air_act,automatic_gratuity_notice,violation56,violation57,violation58,license_id,inspection_visit_id,serialid_y,id,nname_y,snum_y,score,jw,match,ss
1363260,1363260,4916,Easter Seals Florida Inc.,Easter Seals Florida Inc.,6050 Babcock Street SE,Palm Bay,FL,32909.0,9680.0,68384,1651880,Local Sheltered Workshops,0,0.0,0,0.0,0,2010-04-19,2012-04-18,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,68385,easter seals florida inc.,32909,6050,41895,SIWON TASTY CHINESE RESTAURANT LLC,6050 BABCOCK ST STE# 1,PALM BAY,32909,D4,15,Brevard,2010,1504400,2459080,2,Food,Routine - Food,Call Back - Complied,2015-05-13,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4281743,5520479,62057,62056,siwon tasty chinese restaurant llc,6050,20.272238634675556,0.6294117647058823,0,2.6294117647058823
748478,748478,16296,Wet Seal,"The Wet Seal Retail, Inc.",801  N.  Congress Ave.,Boynton Beach,FL,33426.0,448150.0,18665,1550301,Clothing Accessories Stores,1,2640.0,1,0.0,0,2007-06-27,2009-06-26,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,2640.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,18666,wet seal,33426,801,30657,MEDITERRANEAN PLATE,801 N CONGRESS AVE,BOYNTON BEACH,33426,D2,60,Palm Beach,2010,6020033,2435183,1,Food,Routine - Food,Warning Issued,2014-10-14,,,15,2.0,7.0,6.0,Y,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5895815,5346251,36554,36553,mediterranean plate,801,20.272238634675556,0.6293859649122807,0,2.629385964912281
932109,932109,2644,CORAL SPRINGS #1 SUPER BUFFET INC,Coral Springs Super Buffet,2101  N. University Dr.,Coral Springs,FL,33071.0,722110.0,2920,1509866,Full-Service Restaurants,54,0.0,38,0.0,0,2006-04-29,2008-04-28,54,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,2921,coral springs #1 super buffet inc,33071,2101,15098,EAST FUSION BUFFET,2101 N UNIVERSITY DR,CORAL SPRINGS,33071,D2,16,Broward,2010,1619824,2431113,1,Food,Routine - Food,Warning Issued,2014-08-29,,,10,2.0,1.0,7.0,Y,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5565628,5337819,23556,23555,east fusion buffet,2101,20.272238634675556,0.6292929292929292,0,2.6292929292929292
1385022,1385022,4550,Dockside Restaurant & Marina,Dockside Restaurant & Marina Inc.,820 Moody Lane,Flagler Beach,FL,32136.0,722110.0,129867,1399033,Full-Service Restaurants,0,0.0,0,0.0,0,2003-12-01,2005-05-09,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,129868,dockside restaurant & marina,32136,820,45796,SWEET WATERS SMOKEHOUSE BAR & GRILL,820 MOODY LN,FLAGLER BEACH,32136,D5,28,Flagler,2010,2800789,2430726,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-08-15,,,18,3.0,3.0,12.0,Y,1,1,1,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5673851,5337218,99633,99632,sweet waters smokehouse bar & grill,820,20.272238634675556,0.6285714285714286,0,2.6285714285714286
131851,131851,16507,YachtBrasil,YachtBrasil Motor Boats & Charters LLC,"300 Alton Road, Suite 101A",Miami Beach,FL,33139.0,441222.0,104939,1709292,Boat Dealers,17,0.0,14,21647.58,14,2011-11-16,2013-11-15,17,,21647.58,14,85.8,21561.78,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,104940,yachtbrasil,33139,300,47077,TEXAS DE BRAZIL,300 ALTON RD SUITE 200,MIAMI BEACH,33139,D1,23,Dade,2010,2331696,2475563,1,Food,Complaint Full,Warning Issued,2015-02-25,,,4,2.0,1.0,1.0,Y,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3589534,5509967,10800,10799,texas de brazil,300,20.272238634675556,0.6285353535353536,0,2.6285353535353537
1378445,1378445,9939,Merritt Island Cingular,Executive Details Plus Inc.,777 E. Merritt Island Cswy.,Merritt Island,FL,32952.0,453998.0,13198,1450247,All Other Miscellaneous Store Retailers (except Tobacco Stores),8,1540.0,7,2006.36,7,2004-08-01,2006-06-20,8,R,2006.36,7,0.0,2006.36,0.0,1540.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,13199,merritt island cingular,32952,777,40898,SBARRO THE ITALIAN EATERY,777 E MERRITT ISL CSWY 57,MERRITT ISLAND,32952,D4,15,Brevard,2010,1503481,2473025,1,Food,Routine - Food,Inspection Completed - No Further Action,2015-01-14,,,1,0.0,0.0,1.0,Y,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134545,5490346,61517,61516,sbarro the italian eatery,777,20.272238634675556,0.6285024154589371,0,2.628502415458937
691406,691406,14424,"Sushi Maru, LLC","Sushi Maru, LLC",2020 W. Brandon Blvd.,Brandon,FL,33511.0,722110.0,104123,1724017,Full-Service Restaurants,1,0.0,0,0.0,0,2013-10-01,2014-03-26,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,104124,"sushi maru, llc",33511,2020,50213,TSUNAMI SUSHI & HIBACHI GRILL,2020 BADLANDS DR,BRANDON,33511,D3,39,Hillsborough,2010,3915713,2451481,3,Food,Routine - Food,"Call Back - Extension given, pending",2015-05-29,,,3,1.0,1.0,1.0,Y,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5359841,5528710,45501,45500,tsunami sushi & hibachi grill,2020,20.272238634675556,0.6284569836293974,0,2.6284569836293974
257423,257423,5059,Elite Guard,"ELITE GUARD AND PATROL SERVICES, INC.",17100 Collins Ave,North Miami Beach,FL,33160.0,561612.0,168815,1427560,Security Guards and Patrol Services,2,440.0,2,72.0,2,2005-07-30,2005-12-31,2,R,72.0,2,41.2,30.8,0.0,440.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,168816,elite guard,33160,17100,24305,JUNGLE JUICE CAFE,17100 COLLINS AVE STE# 110,SUNNY ISLES,33160,D1,23,Dade,2010,2332462,2440785,1,Food,Routine - Food,Inspection Completed - No Further Action,2015-02-05,,,6,1.0,1.0,4.0,Y,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4202613,5379310,11789,11788,jungle juice cafe,17100,20.272238634675556,0.6284536541889483,0,2.6284536541889483
1378420,1378420,9939,Merritt Island Cingular,Executive Details Plus Inc.,777 E. Merritt Island Cswy.,Merritt Island,FL,32952.0,453998.0,13198,1450247,All Other Miscellaneous Store Retailers (except Tobacco Stores),8,1540.0,7,2006.36,7,2004-08-01,2006-06-20,8,R,2006.36,7,0.0,2006.36,0.0,1540.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,13199,merritt island cingular,32952,777,8916,CHICK-FIL-A AT MERRITT SQUARE MALL,777 E MERRITT ISLAND CSWY #164,MERRITT ISLAND,32952,D4,15,Brevard,2010,1503620,2482313,3,Food,Routine - Food,Call Back - Complied,2015-05-20,,,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5592895,5561326,61554,61553,chick-fil-a at merritt square mall,777,20.272238634675556,0.6283034953111679,0,2.628303495311168
847610,847610,6303,Genesco Store dba Shi By Journeys,Genesco Store dba Shi By Journeys Store #3045,27001 U S Hwy 19 N. Suite 3045,Clearwater,FL,33761.0,4539.0,5302,1526975,Other Miscellaneous Store Retailers,4,0.0,3,857.36,3,2006-09-30,2008-09-28,4,,857.36,3,775.88,81.48,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,5303,genesco store dba shi by journeys,33761,27001,4317,BJ'S RESTAURANT & BREWHOUSE,27001 US HWY 19 N,CLEARWATER,33761,D3,62,Pinellas,2010,6216766,2419151,1,Food,Routine - Food,Warning Issued,2014-08-28,,,10,1.0,0.0,9.0,Y,0,1,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4461058,5319806,56429,56428,bj's restaurant & brewhouse,27001,20.272238634675556,0.628241479118672,0,2.628241479118672
847623,847623,6303,Genesco Store dba Shi By Journeys,Genesco Store dba Shi By Journeys Store #3045,27001 U S Hwy 19 N. Suite 3045,Clearwater,FL,33761.0,4539.0,5302,1526975,Other Miscellaneous Store Retailers,4,0.0,3,857.36,3,2006-09-30,2008-09-28,4,,857.36,3,775.88,81.48,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,5303,genesco store dba shi by journeys,33761,27001,10850,COBB COUNTRYSIDE 12 CINEMAS,27001 US HIGHWAY 19TH NORTH,CLEARWATER,33761,D3,62,Pinellas,2010,6216719,2421520,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-12-15,,,8,2.0,1.0,5.0,Y,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4398071,5323303,56341,56340,cobb countryside 12 cinemas,27001,20.272238634675556,0.628241479118672,0,2.628241479118672
954997,954997,10872,Olive Garden,Olive Garden,8306 Citrus Park Dr,Tampa,FL,33625.0,722110.0,202738,1605985,Full-Service Restaurants,1,0.0,0,0.0,0,2009-02-23,2011-02-20,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,202739,olive garden,33625,8306,48469,THE OLIVE GARDEN ITALIAN RESTAURANT,8306 CIRTUS PARK DR,TAMPA,33625,D3,39,Hillsborough,2010,3912513,2411291,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-09-17,,,6,1.0,0.0,5.0,Y,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3885281,5308403,44322,44321,the olive garden italian restaurant,8306,20.272238634675556,0.6281746031746032,0,2.628174603174603
621974,621974,10870,Olive Garden,"Darden Restaurants, Inc",2801 E. Busch Blvd,Tampa,FL,33612.0,722110.0,59984,1632448,Full-Service Restaurants,0,0.0,0,0.0,0,2009-10-10,2011-10-07,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,59985,olive garden,33612,2801,48458,THE OLIVE GARDEN ITALIAN RESTAURANT,2801 E BUSCH BLVD,TAMPA,33612,D3,39,Hillsborough,2010,3906354,2473751,1,Food,Complaint Full,Inspection Completed - No Further Action,2015-04-20,,,15,5.0,3.0,7.0,Y,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3885494,5496324,41897,41896,the olive garden italian restaurant,2801,20.272238634675556,0.6281746031746032,0,2.628174603174603
1370551,1370551,15590,USA Wireless Wellington,USA Wireless Wellington,13860  Trace Bay 12,West Palm Beach,FL,33414.0,517212.0,37923,1587402,Cellular and Other Wireless Telecommunications,3,0.0,1,134.55,1,2008-07-04,2010-07-03,2,,134.55,1,0.0,134.55,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,37924,usa wireless wellington,33414,13860,18888,GIUSEPPE'S ITALIAN RISTORANTE,13860 WELLINGTON TRACE 36,WELLINGTON,33414,D2,60,Palm Beach,2010,6021049,2428193,1,Food,Routine - Food,Inspection Completed - No Further Action,2014-07-10,,,4,0.0,3.0,1.0,Y,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5590030,5333202,38209,38208,giuseppe's italian ristorante,13860,20.272238634675556,0.6280536202486992,0,2.628053620248699
526008,526008,1870,Bellsouth Telecommunications,Bellsouth Telecommunications,600 NW 79th Ave,Miami,FL,33126.0,517910.0,122378,1379535,Other Telecommunications,0,0.0,1,0.0,0,2004-05-19,2004-07-19,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,122379,bellsouth telecommunications,33126,600,19280,GOURMET SERVICES AT&T MIAMI,600 NW 79TH AVE #160,MIAMI,33126,D1,23,Dade,2010,2313018,2423696,2,Food,Routine - Food,Call Back - Admin. complaint recommended,2015-02-05,,,13,1.0,3.0,9.0,Y,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5473114,5471371,816,815,gourmet services at&t miami,600,20.272238634675556,0.6279437701006328,0,2.6279437701006327
1314596,1314596,6123,GCS Wireless,"GCS Wireless of Tampa, Inc.",8201 S. Tamiami Trail,Sarasota,FL,34238.0,517310.0,124796,1386129,Telecommunications Resellers,2,0.0,1,125.0,1,2004-01-01,2004-12-23,2,,125.0,1,0.0,125.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,124797,gcs wireless,34238,8201,8831,CHICK FIL A AT WESTFIELD SARASOTA SQUARE,8201 S TAMIAMI TRL,SARASOTA,34238,D7,68,Sarasota,2010,6804979,2389107,1,Food,Food-Licensing Inspection,Inspection Completed - No Further Action,2014-08-04,,,4,0.0,2.0,2.0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900939,5265084,129751,129750,chick fil a at westfield sarasota square,8201,20.272238634675556,0.6277777777777779,0,2.6277777777777778
